PDT000137840.2|SAMEA1905191||Escherichia coli|||Generic	ERR277020
PDT000320215.1|SAMN09268817|GCA_004160725.1|Escherichia coli|Escherichia coli|417247|Pathogen: environmental/food/other	SRR7223082
PDT000357597.1|SAMEA3368274|GCA_900448725.1|Escherichia coli|O2:K1:H6|NCTC11101|Generic	
PDT000354939.1|SAMN09725167||Escherichia coli||PSU-0815|Pathogen: environmental/food/other	SRR7613724
PDT000011790.2|SAMN00847678|GCA_000352225.1|Escherichia coli KTE43||KTE43|Generic	
PDT000011742.2|SAMN00974079|GCA_000351265.1|Escherichia coli KTE224||KTE224|Generic	
PDT000047635.1|SAMN02849417|GCA_000817375.1|Escherichia coli||SCB11|Microbe	
PDT000017661.2|SAMN01885700|GCA_000456585.1|Escherichia coli HVH 38 (4-2774682)||HVH 38 (4-2774682)|Pathogen: clinical or host-associated	
PDT000266011.2|SAMN07709875||Escherichia coli||ECOL-17-VL-SD-OK-0015|Pathogen: environmental/food/other	SRR6312076
PDT000042699.1|SAMN02801853|GCA_000781965.1|Escherichia coli||blood-09-0829|Pathogen: clinical or host-associated	
PDT000011819.2|SAMN00974049|GCA_000352805.1|Escherichia coli KTE194||KTE194|Generic	
PDT000305724.2|SAMN08893793||Escherichia coli||OH-18-7018-2|Pathogen: environmental/food/other	SRR6996346
PDT000010934.3|SAMN02436636|GCA_000194475.2|Escherichia coli 9.1649||9.1649|Generic	
PDT000302393.1|SAMN08634701|GCA_003024275.1|Escherichia coli||PairA_hh_2|Pathogen: clinical or host-associated	
PDT000288457.2|SAMN08397429||Escherichia coli||ECOL-17-VL-OH-ON-0032|Pathogen: environmental/food/other	SRR6761142
PDT000250628.2|SAMN07747820||Escherichia coli||ECOL-17-VL-OH-IN-PU-0014|Pathogen: environmental/food/other	SRR6160661
PDT000310625.2|SAMN08978121||Escherichia coli||PSU-0682|Pathogen: environmental/food/other	SRR7085291
PDT000302396.1|SAMN08634700|GCA_003024315.1|Escherichia coli||PairA_ch_2|Pathogen: clinical or host-associated	
PDT000372162.1|SAMN09951536||Escherichia coli||ECOL-18-VL-SD-IA-0002|Pathogen: environmental/food/other	SRR7788253
PDT000293525.1|SAMN03384331|GCA_002972935.1|Escherichia coli||HT2012087|Microbe	
PDT000140924.1|SAMN05381564|GCA_001692805.1|Escherichia coli||1512290008|Microbe	
PDT000140925.1|SAMN05381563|GCA_001692865.1|Escherichia coli||1408270010|Microbe	
PDT000140923.1|SAMN05381565|GCA_001692785.1|Escherichia coli||1512290026|Microbe	
PDT000368910.1|SAMN09784027|GCA_003426975.1|Escherichia coli||NC101-PKS|Pathogen: clinical or host-associated	
PDT000307276.1|SAMEA3725531|GCA_003052625.1|Escherichia coli|||Generic	
PDT000368911.1|SAMN09784028|GCA_003426985.1|Escherichia coli||NC101-WT|Pathogen: clinical or host-associated	
PDT000346783.1|SAMN07163065|GCA_003300885.1|Escherichia coli||1610260009|Microbe	
PDT000006357.2|SAMN02428923|GCA_000179795.1|Escherichia coli NC101||NC101|Generic	
PDT000134153.1|SAMN05194365|GCA_001660585.1|Escherichia coli||NGF1|Microbe	
PDT000137845.2|SAMEA1905073||Escherichia coli|||Generic	ERR277025
PDT000324038.1|SAMN09371753||Escherichia coli|Escherichia coli|474889|Pathogen: environmental/food/other	SRR7265849
PDT000131839.2|SAMN05163793||Escherichia coli|O2:H6|216958|Pathogen: clinical or host-associated	SRR3574316
PDT000086321.1|SAMN04054193|GCA_001306585.1|Escherichia coli||UCD-JA19|Microbe	
PDT000251380.1|SAMN06106890|GCA_002510125.1|Escherichia coli||K091|Pathogen: clinical or host-associated	
PDT000042512.1|SAMN02802107|GCA_000777585.1|Escherichia coli||upec-28|Pathogen: clinical or host-associated	
PDT000249915.1|SAMN04992185|GCA_002468365.1|Escherichia coli||MOD1-EC6821|Pathogen: environmental/food/other	
PDT000213910.2|SAMN07172549||Escherichia coli||PNUSAE007164|Pathogen: clinical or host-associated	SRR5632742
PDT000252630.1|SAMN05439351|GCA_002544635.1|Escherichia coli||MOD1-EC5941|Pathogen: environmental/food/other	
PDT000228360.1|SAMN04279417|GCA_002232975.1|Escherichia coli||MOD1-EC5080|Pathogen: environmental/food/other	
PDT000152935.2|SAMN05893073||Escherichia coli||PNUSAE004668|Pathogen: clinical or host-associated	SRR4429754
PDT000203367.2|SAMN06759883||Escherichia coli||PNUSAE006701|Pathogen: clinical or host-associated	SRR5457750
PDT000252444.1|SAMN04893471|GCA_002535085.1|Escherichia coli||MOD1-EC6244|Pathogen: environmental/food/other	
PDT000385045.1|SAMN10132573||Escherichia coli||PSU-1332|Pathogen: environmental/food/other	SRR7904925
PDT000156072.1|SAMN05592188|GCA_001865185.1|Escherichia coli||Fec 67|Microbe	
PDT000136135.2|SAMN04357645||Escherichia coli||HICF229|Pathogen: clinical or host-associated	SRR3050994
PDT000136128.2|SAMN04357638||Escherichia coli||HICF221|Pathogen: clinical or host-associated	SRR3050987
PDT000366293.1|SAMN09880084||Escherichia coli||PNUSAE016460|Pathogen: clinical or host-associated	SRR7739483
PDT000093005.2|SAMN04125202||Escherichia coli||AZ_TG78628|Pathogen: environmental/food/other	SRR2890034
PDT000249759.1|SAMN05591518|GCA_002465265.1|Escherichia coli||MOD1-EC711|Pathogen: clinical or host-associated	
PDT000246493.2|SAMN07709810||Escherichia coli||ECOL-17-VL-NY-GA-0017|Pathogen: environmental/food/other	SRR6118660
PDT000351550.1|SAMN09689887||Escherichia coli||ECOL-18-VL-LA-ND-0001|Pathogen: environmental/food/other	SRR7537048
PDT000011828.2|SAMN00974062|GCA_000353005.1|Escherichia coli KTE207||KTE207|Generic	
PDT000148506.2|SAMN05757126||Escherichia coli||08-3842|Pathogen: clinical or host-associated	SRR4216996
PDT000309320.2|SAMN08978155||Escherichia coli||PSU-0658|Pathogen: environmental/food/other	SRR7066498
PDT000325634.1|SAMN09270739|GCA_003185685.1|Escherichia coli||11984-2-1|Pathogen: environmental/food/other	
PDT000139234.2|SAMN05413623||Escherichia coli||PNUSAE002111|Pathogen: clinical or host-associated	SRR3931392
PDT000250034.1|SAMN04279499|GCA_002474935.1|Escherichia coli||MOD1-EC5160|Pathogen: environmental/food/other	
PDT000312281.2|SAMN08975759||Escherichia coli||OH-16-797-2C|Pathogen: environmental/food/other	SRR7130556
PDT000351547.1|SAMN09689835||Escherichia coli||ECOL-18-VL-LA-PA-Ryan-0001|Pathogen: environmental/food/other	SRR7537045
PDT000252512.1|SAMN05226110|GCA_002537485.1|Escherichia coli||MOD1-EC6121|Pathogen: environmental/food/other	
PDT000251833.1|SAMN04992312|GCA_002519335.1|Escherichia coli||MOD1-EC6946|Pathogen: environmental/food/other	
PDT000216004.1|SAMN06856393|GCA_002166285.1|Escherichia coli||26.2p|Pathogen: clinical or host-associated	
PDT000251878.1|SAMN04992234|GCA_002520265.1|Escherichia coli||MOD1-EC6868|Pathogen: environmental/food/other	
PDT000228253.1|SAMN04279533|GCA_002230765.1|Escherichia coli||MOD1-EC5194|Pathogen: environmental/food/other	
PDT000249763.1|SAMN05591522|GCA_002465355.1|Escherichia coli||MOD1-EC707|Pathogen: clinical or host-associated	
PDT000249912.1|SAMN04992191|GCA_002468325.1|Escherichia coli||MOD1-EC6825|Pathogen: environmental/food/other	
PDT000293518.1|SAMN03389079|GCA_002972795.1|Escherichia coli||HT2012139|Microbe	
PDT000293521.1|SAMN03389092|GCA_002972845.1|Escherichia coli||HT2012160|Microbe	
PDT000293443.1|SAMN03380761|GCA_002971295.1|Escherichia coli||HT2012ST02|Microbe	
PDT000293464.1|SAMN03382594|GCA_002971705.1|Escherichia coli||HT2012DB15|Microbe	
PDT000293538.1|SAMN03389083|GCA_002973205.1|Escherichia coli||HT2012146|Microbe	
PDT000293460.1|SAMN03382592|GCA_002971635.1|Escherichia coli||HT2012DB13|Microbe	
PDT000293520.1|SAMN03389098|GCA_002972835.1|Escherichia coli||HT2012166|Microbe	
PDT000252589.1|SAMN05439444|GCA_002542435.1|Escherichia coli||MOD1-EC6025|Pathogen: environmental/food/other	
PDT000251727.1|SAMN06555278|GCA_002517245.1|Escherichia coli||MOD1-EC5295|Pathogen: clinical or host-associated	
PDT000155328.2|SAMN05965384||Escherichia coli|Escherichia coli|218401|Pathogen: environmental/food/other	SRR4787058
PDT000042535.1|SAMN02802068|GCA_000778235.1|Escherichia coli||upec-243|Pathogen: clinical or host-associated	
PDT000252558.1|SAMN05439481|GCA_002541025.1|Escherichia coli||MOD1-EC6088|Pathogen: environmental/food/other	
PDT000372171.1|SAMN09954411||Escherichia coli||PSU-0890|Pathogen: environmental/food/other	SRR7788262
PDT000309191.2|SAMN08978075||Escherichia coli||PSU-0667|Pathogen: environmental/food/other	SRR7064469
PDT000241779.1|SAMN07618128|GCA_002310575.1|Escherichia coli||317|Microbe	
PDT000276843.1|SAMN08193665|GCA_002861205.1|Escherichia coli||UMB0727|MIGS Cultured Bacterial/Archaeal	
PDT000233067.1|SAMN03262756|GCA_002244315.1|Escherichia coli||323-4041|Pathogen: clinical or host-associated	
PDT000336242.1|SAMN08367965||Escherichia coli||PSU-0425|Pathogen: environmental/food/other	SRR7427138
PDT000069681.1|SAMN03198151|GCA_001059575.1|Escherichia coli||932_ECOL|Pathogen: clinical or host-associated	
PDT000017835.2|SAMN01885894|GCA_000460135.1|Escherichia coli UMEA 3097-1||UMEA 3097-1|Pathogen: clinical or host-associated	
PDT000017893.2|SAMN01885957|GCA_000461295.1|Escherichia coli UMEA 3341-1||UMEA 3341-1|Pathogen: clinical or host-associated	
PDT000042482.1|SAMN02802187|GCA_000776855.1|Escherichia coli||upec-91|Pathogen: clinical or host-associated	
PDT000017827.2|SAMN01885886|GCA_000459975.1|Escherichia coli UMEA 3022-1||UMEA 3022-1|Pathogen: clinical or host-associated	
PDT000270460.1|SAMN08095533|GCA_002810025.1|Escherichia coli||K56-16|Microbe	
PDT000017873.2|SAMN01885933|GCA_000460895.1|Escherichia coli UMEA 3217-1||UMEA 3217-1|Pathogen: clinical or host-associated	
PDT000004711.2|SAMN02604181|GCA_000013305.1|Escherichia coli 536||536|Generic	
PDT000360080.1|SAMN09784512||Escherichia coli||AG18-0016|Pathogen: environmental/food/other	SRR7660780
PDT000362328.1|SAMN09060955||Escherichia coli||PSU-0915|Pathogen: environmental/food/other	SRR7690509
PDT000109487.2|SAMN03358921||Escherichia coli||BCW_3360|Microbe	SRR1815632
PDT000210718.1|SAMN04521871|GCA_002152275.1|Escherichia coli||UCI121|Pathogen: clinical or host-associated	
PDT000309246.2|SAMN08963939||Escherichia coli||ECOL-17-VL-NY-FL-0008|Pathogen: environmental/food/other	SRR7064605
PDT000042606.1|SAMN02801989|GCA_000779995.1|Escherichia coli||upec-172|Pathogen: clinical or host-associated	
PDT000309198.2|SAMN08963947||Escherichia coli||ECOL-17-VL-NY-GA-0027|Pathogen: environmental/food/other	SRR7064476
PDT000188171.2|SAMD00053177||Escherichia coli||KGu012|MIGS Cultured Bacterial/Archaeal	DRR063391
PDT000234084.2|SAMN07410534||Escherichia coli||ECOL-17-VL-OH-GA-0008|Pathogen: environmental/food/other	SRR5928752
PDT000017897.2|SAMN01885964|GCA_000461375.1|Escherichia coli UMEA 3585-1||UMEA 3585-1|Pathogen: clinical or host-associated	
PDT000019131.2|SAMN01885961|GCA_000488075.1|Escherichia coli UMEA 3426-1||UMEA 3426-1|Pathogen: clinical or host-associated	
PDT000267885.2|SAMN08100217||Escherichia coli||PNUSAE011005|Pathogen: clinical or host-associated	SRR6333777
PDT000250676.2|SAMN07747821||Escherichia coli||ECOL-17-VL-OH-ON-0024|Pathogen: environmental/food/other	SRR6161046
PDT000104640.2|SAMN04448131||Escherichia coli||AZ-TG-190-1|Pathogen: environmental/food/other	SRR3136824
PDT000102984.1|SAMN03922925|GCA_001519315.1|Escherichia coli||GN02183|Pathogen: clinical or host-associated	
PDT000017699.2|SAMN01885748|GCA_000457405.1|Escherichia coli HVH 100 (4-2850729)||HVH 100 (4-2850729)|Pathogen: clinical or host-associated	
PDT000008474.2|SAMN00189183|GCA_000164595.1|Escherichia coli MS 60-1||MS 60-1|MIGS Cultured Bacterial/Archaeal	
PDT000137877.2|SAMEA1905106||Escherichia coli|||Generic	ERR277057
PDT000069657.1|SAMN03197900|GCA_001057995.1|Escherichia coli||696_ECOL|Pathogen: clinical or host-associated	
PDT000276844.1|SAMN08193664|GCA_002861225.1|Escherichia coli||UMB0901|MIGS Cultured Bacterial/Archaeal	
PDT000321561.1|SAMN09284665||Escherichia coli|Escherichia coli|358015|Pathogen: environmental/food/other	SRR7236573
PDT000252520.1|SAMN05439467|GCA_002537845.1|Escherichia coli||MOD1-EC6044|Pathogen: environmental/food/other	
PDT000132030.2|SAMN05170802||Escherichia coli|O6:H31|203673|Pathogen: clinical or host-associated	SRR3578642
PDT000233064.1|SAMN03262751|GCA_002244245.1|Escherichia coli||272-3479|Pathogen: clinical or host-associated	
PDT000197856.2|SAMN06629471||Escherichia coli||PNUSAE006012|Pathogen: clinical or host-associated	SRR5379265
PDT000107790.2|SAMN04497707||Escherichia coli||AZ-TG-WWTP-INF-3|Pathogen: environmental/food/other	SRR3178418
PDT000042466.1|SAMN02802153|GCA_000776505.1|Escherichia coli||upec-60|Pathogen: clinical or host-associated	
PDT000042617.1|SAMN02801971|GCA_000780235.1|Escherichia coli||upec-156|Pathogen: clinical or host-associated	
PDT000103054.1|SAMN04388557|GCA_001520715.1|Escherichia coli||GN03545|Pathogen: clinical or host-associated	
PDT000005932.2|SAMN02435853|GCA_000167835.1|Escherichia coli F11|O6:H31|F11|Generic	
PDT000252001.1|SAMN04992522|GCA_002522715.1|Escherichia coli||MOD1-EC6692|Pathogen: clinical or host-associated	
PDT000042558.1|SAMN02802051|GCA_000778815.1|Escherichia coli||upec-228|Pathogen: clinical or host-associated	
PDT000188170.2|SAMD00053176||Escherichia coli||KGu011|MIGS Cultured Bacterial/Archaeal	DRR063390
PDT000032149.1|SAMN02640646|GCA_000699365.1|Escherichia coli 7996-1||7996-1|MIGS Cultured Bacterial/Archaeal	
PDT000102993.1|SAMN04388553|GCA_001519485.1|Escherichia coli||GN03398|Pathogen: clinical or host-associated	
PDT000325716.1|SAMN09385705||Escherichia coli|Escherichia coli|376188|Pathogen: environmental/food/other	SRR7283674
PDT000372772.1|SAMN09953976||Escherichia coli||ECOL-18-VL-SD-NC-0005|Pathogen: environmental/food/other	SRR7798779
PDT000017653.2|SAMN01885691|GCA_000456425.1|Escherichia coli HVH 28 (4-0907367)||HVH 28 (4-0907367)|Pathogen: clinical or host-associated	
PDT000042642.1|SAMN02801954|GCA_000780735.1|Escherichia coli||upec-140|Pathogen: clinical or host-associated	
PDT000011783.2|SAMN00847646|GCA_000352085.1|Escherichia coli KTE8||KTE8|Generic	
PDT000352485.1|SAMN08519276|GCA_003321855.1|Escherichia coli||KOS_SD05_1507_Eco_074|Pathogen: environmental/food/other	
PDT000042613.1|SAMN02801977|GCA_000780155.1|Escherichia coli||upec-161|Pathogen: clinical or host-associated	
PDT000216013.1|SAMN06856401|GCA_002166455.1|Escherichia coli||35.2p|Pathogen: clinical or host-associated	
PDT000136151.2|SAMN04357661||Escherichia coli||HICF252|Pathogen: clinical or host-associated	SRR3051010
PDT000188373.1|SAMN05567341|GCA_002002465.1|Escherichia coli||2.1-R1|Microbe	
PDT000385081.1|SAMN10133442||Escherichia coli||PSU-1322|Pathogen: environmental/food/other	SRR7905454
PDT000346697.1|SAMD00126367|GCA_003297615.1|Escherichia coli||TUM18542|MIGS Cultured Bacterial/Archaeal	
PDT000042644.1|SAMN02801951|GCA_000780775.1|Escherichia coli||upec-138|Pathogen: clinical or host-associated	
PDT000299751.2|SAMN08367978||Escherichia coli O6||PSU-0505|Pathogen: environmental/food/other	SRR6902707
PDT000188181.2|SAMD00053187||Escherichia coli||KNu001|MIGS Cultured Bacterial/Archaeal	DRR063401
PDT000388471.1|SAMN09452994|GCA_003605585.1|Escherichia coli||1538RHQ|Microbe	
PDT000017820.2|SAMN01885879|GCA_000459835.1|Escherichia coli KOEGE 70 (185a)||KOEGE 70 (185a)|Pathogen: clinical or host-associated	
PDT000132089.2|SAMN05170862||Escherichia coli|O6:H31|164667|Pathogen: clinical or host-associated	SRR3578806
PDT000132415.2|SAMN05171779||Escherichia coli|O6|166980|Pathogen: clinical or host-associated	SRR3581327
PDT000233103.1|SAMN03262792|GCA_002245015.1|Escherichia coli||210-2673|Pathogen: clinical or host-associated	
PDT000382824.1|SAMN10102675||Escherichia coli||PSU-1281|Pathogen: environmental/food/other	SRR7889310
PDT000288455.2|SAMN08397428||Escherichia coli||ECOL-17-VL-OH-GA-0031|Pathogen: environmental/food/other	SRR6761140
PDT000137881.2|SAMEA1905204||Escherichia coli|||Generic	ERR277061
PDT000132215.2|SAMN05171010||Escherichia coli|O6:H31|176281|Pathogen: clinical or host-associated	SRR3578974
PDT000042443.1|SAMN02802175|GCA_000776035.1|Escherichia coli||upec-80|Pathogen: clinical or host-associated	
PDT000042645.1|SAMN02801948|GCA_000780795.1|Escherichia coli||upec-135|Pathogen: clinical or host-associated	
PDT000125932.1|SAMN04393248|GCA_001621005.1|Escherichia coli||GN04542|Pathogen: clinical or host-associated	
PDT000305091.2|SAMN08616279||Escherichia coli||ECOL-17-VL-SD-NC-0028|Pathogen: environmental/food/other	SRR6978939
PDT000135721.1|SAMN03455931|GCA_001675145.1|Escherichia coli||ECONIH2|MIGS Cultured Bacterial/Archaeal	
PDT000251945.1|SAMN04992524|GCA_002521595.1|Escherichia coli||MOD1-EC6694|Pathogen: clinical or host-associated	
PDT000287715.2|SAMN08518916||Escherichia coli||ECOL-17-VL-NY-NJ-0001|Pathogen: environmental/food/other	SRR6742588
PDT000069632.1|SAMN03197416|GCA_001054675.1|Escherichia coli||223_ECOL|Pathogen: clinical or host-associated	
PDT000188108.2|SAMD00053114||Escherichia coli||KFu006|MIGS Cultured Bacterial/Archaeal	DRR063328
PDT000131112.2|SAMN04885458||Escherichia coli|E. coli O103:Undetermined||Pathogen: clinical or host-associated	SRR3545384
PDT000372005.1|SAMN09954433||Escherichia coli||PSU-0881|Pathogen: environmental/food/other	SRR7786654
PDT000252626.1|SAMN05439404|GCA_002544375.1|Escherichia coli||MOD1-EC5958|Pathogen: environmental/food/other	
PDT000252703.1|SAMN05468049|GCA_002548255.1|Escherichia coli||MOD1-EC5861|Pathogen: environmental/food/other	
PDT000181739.2|SAMEA3531747||Escherichia coli||PB516|Generic	ERR1218640
PDT000276840.1|SAMN08117235|GCA_002859105.1|Escherichia coli||BH100|Pathogen: clinical or host-associated	
PDT000137704.1|SAMN05291917|GCA_001683435.1|Escherichia coli||K-15KW01|Microbe	
PDT000019282.2|SAMN02436735|GCA_000488835.1|Escherichia coli A35218R||A35218R|Generic	
PDT000319878.1|SAMN09266949||Escherichia coli|Escherichia coli|348075|Pathogen: environmental/food/other	SRR7221255
PDT000132017.2|SAMN05170789||Escherichia coli|O6:H31|164661|Pathogen: clinical or host-associated	SRR3578629
PDT000158923.2|SAMN06015288||Escherichia coli|Escherichia coli|127394|Pathogen: environmental/food/other	SRR5018303
PDT000125942.1|SAMN04393261|GCA_001621225.1|Escherichia coli||GN04772|Pathogen: clinical or host-associated	
PDT000279227.1|SAMN08354318|GCA_002888525.1|Escherichia coli||700414|Pathogen: clinical or host-associated	
PDT000233055.1|SAMN03262742|GCA_002244065.1|Escherichia coli||177-2416|Pathogen: clinical or host-associated	
PDT000158725.2|SAMN06014981||Escherichia coli|Escherichia coli|142262|Pathogen: clinical or host-associated	SRR5017485
PDT000135745.2|SAMN05263634||Escherichia coli|Undetermined:HNT|PNUSAE003386|Pathogen: clinical or host-associated	SRR3715409
PDT000042452.1|SAMN02802179|GCA_000776215.1|Escherichia coli||upec-84|Pathogen: clinical or host-associated	
PDT000042586.1|SAMN02802004|GCA_000779585.1|Escherichia coli||upec-186|Pathogen: clinical or host-associated	
PDT000031685.1|SAMN02725027|GCA_000696545.1|Escherichia coli||2009-46|Microbe	
PDT000252497.1|SAMN04902895|GCA_002536805.1|Escherichia coli||MOD1-EC6209|Pathogen: environmental/food/other	
PDT000042496.1|SAMN02802126|GCA_000777215.1|Escherichia coli||upec-36|Pathogen: clinical or host-associated	
PDT000042552.1|SAMN02802049|GCA_000778685.1|Escherichia coli||upec-226|Pathogen: clinical or host-associated	
PDT000360066.1|SAMN09784503||Escherichia coli||AG18-0014|Pathogen: environmental/food/other	SRR7659811
PDT000006423.2|SAMN00189179|GCA_000164535.1|Escherichia coli MS 200-1||MS 200-1|MIGS Cultured Bacterial/Archaeal	
PDT000147992.2|SAMN05735438||Escherichia coli|O6:H31|186526|Pathogen: clinical or host-associated	SRR4184853
PDT000069667.1|SAMN03197852|GCA_001058795.1|Escherichia coli||650_ECOL|Pathogen: clinical or host-associated	
PDT000042657.1|SAMN02801935|GCA_000781045.1|Escherichia coli||upec-123|Pathogen: clinical or host-associated	
PDT000346715.1|SAMD00126385|GCA_003298325.1|Escherichia coli||TUM18560|MIGS Cultured Bacterial/Archaeal	
PDT000042562.1|SAMN02802048|GCA_000778955.1|Escherichia coli||upec-225|Pathogen: clinical or host-associated	
PDT000136034.2|SAMN04357604||Escherichia coli||HICF170|Pathogen: clinical or host-associated	SRR3050953
PDT000017674.2|SAMN01885715|GCA_000456845.1|Escherichia coli HVH 56 (4-2153033)||HVH 56 (4-2153033)|Pathogen: clinical or host-associated	
PDT000281487.1|SAMN05255584|GCA_002895365.1|Escherichia coli||Ec37|Pathogen: clinical or host-associated	
PDT000215994.1|SAMN06856384|GCA_002166075.1|Escherichia coli||20.1a|Pathogen: clinical or host-associated	
PDT000069617.1|SAMN03197062|GCA_001052125.1|Escherichia coli||11_ECOL|Pathogen: clinical or host-associated	
PDT000228256.1|SAMN04279532|GCA_002230855.1|Escherichia coli||MOD1-EC5193|Pathogen: environmental/food/other	
PDT000249762.1|SAMN05591520|GCA_002465325.1|Escherichia coli||MOD1-EC709|Pathogen: clinical or host-associated	
PDT000011734.2|SAMN00974061|GCA_000351105.1|Escherichia coli KTE206||KTE206|Generic	
PDT000017900.2|SAMN01885967|GCA_000461435.1|Escherichia coli UMEA 3617-1||UMEA 3617-1|Pathogen: clinical or host-associated	
PDT000017767.2|SAMN01885824|GCA_000458765.1|Escherichia coli HVH 185 (4-2876639)||HVH 185 (4-2876639)|Pathogen: clinical or host-associated	
PDT000131865.2|SAMN05163718||Escherichia coli|O6:H31|209680|Pathogen: clinical or host-associated	SRR3574241
PDT000017816.2|SAMN01885875|GCA_000459755.1|Escherichia coli KOEGE 58 (171a)||KOEGE 58 (171a)|Pathogen: clinical or host-associated	
PDT000017837.2|SAMN01885896|GCA_000460175.1|Escherichia coli UMEA 3113-1||UMEA 3113-1|Pathogen: clinical or host-associated	
PDT000017810.2|SAMN01885868|GCA_000459615.1|Escherichia coli KOEGE 30 (63a)||KOEGE 30 (63a)|Pathogen: clinical or host-associated	
PDT000042513.1|SAMN02802104|GCA_000777605.1|Escherichia coli||upec-277|Pathogen: clinical or host-associated	
PDT000017707.2|SAMN01885760|GCA_000457575.1|Escherichia coli HVH 112 (4-5987253)||HVH 112 (4-5987253)|Pathogen: clinical or host-associated	
PDT000188139.2|SAMD00053145||Escherichia coli||KMi007|MIGS Cultured Bacterial/Archaeal	DRR063359
PDT000019132.2|SAMN01885946|GCA_000488095.1|Escherichia coli UMEA 3290-1||UMEA 3290-1|Pathogen: clinical or host-associated	
PDT000216002.1|SAMN06856389|GCA_002166235.1|Escherichia coli||21.3r|Pathogen: clinical or host-associated	
PDT000362435.1|SAMEA4811121|GCA_900499645.1|Escherichia coli|||Generic	
PDT000251478.1|SAMN04993064|GCA_002512175.1|Escherichia coli||MOD1-EC6445|Pathogen: clinical or host-associated	
PDT000249949.1|SAMN04992405|GCA_002469045.1|Escherichia coli||MOD1-EC6580|Pathogen: clinical or host-associated	
PDT000213270.2|SAMN07172373||Escherichia coli||9128-90|Pathogen: clinical or host-associated	SRR5617260
PDT000034431.1|SAMN02680201|GCA_000714345.1|Escherichia coli 6-175-07_S3_C1||6-175-07_S3_C1|Generic	
PDT000033991.1|SAMN02689050|GCA_000711525.1|Escherichia coli 6-175-07_S3_C2||6-175-07_S3_C2|Generic	
PDT000034433.1|SAMN02680176|GCA_000714375.1|Escherichia coli 6-175-07_S3_C3||6-175-07_S3_C3|Generic	
PDT000034372.1|SAMN02680227|GCA_000713185.1|Escherichia coli 6-319-05_S3_C3||6-319-05_S3_C3|Generic	
PDT000034364.1|SAMN02687497|GCA_000713045.1|Escherichia coli 6-319-05_S3_C1||6-319-05_S3_C1|Generic	
PDT000034365.1|SAMN02687486|GCA_000713035.1|Escherichia coli 6-319-05_S3_C2||6-319-05_S3_C2|Generic	
PDT000017647.2|SAMN01885684|GCA_000456305.1|Escherichia coli HVH 21 (4-4517873)||HVH 21 (4-4517873)|Pathogen: clinical or host-associated	
PDT000042639.1|SAMN02801953|GCA_000780675.1|Escherichia coli||upec-14|Pathogen: clinical or host-associated	
PDT000212816.1|SAMN06711132|GCA_002155835.1|Escherichia coli||MEH_VIC|Microbe	
PDT000236852.1|SAMN07431095|GCA_002268325.1|Escherichia coli||EC-117-5-4|Microbe	
PDT000095293.1|SAMN03453019|GCA_001448025.1|Escherichia coli||VACI-14|Pathogen: clinical or host-associated	
PDT000157305.1|SAMN05730649|GCA_001865925.1|Escherichia coli||80//6|Microbe	
PDT000213200.2|SAMN07169277||Escherichia coli||07-3136|Pathogen: clinical or host-associated	SRR5605993
PDT000157310.1|SAMN05730656|GCA_001865985.1|Escherichia coli||B-11870|Microbe	
PDT000249758.1|SAMN05591662|GCA_002465245.1|Escherichia coli||MOD1-EC717|Pathogen: clinical or host-associated	
PDT000017730.2|SAMN01885783|GCA_000458015.1|Escherichia coli HVH 138 (4-6066704)||HVH 138 (4-6066704)|Pathogen: clinical or host-associated	
PDT000017779.2|SAMN01885836|GCA_000458995.1|Escherichia coli HVH 197 (4-4466217)||HVH 197 (4-4466217)|Pathogen: clinical or host-associated	
PDT000345826.1|SAMEA103924397|GCA_900448225.1|Escherichia coli|not available: to be reported later|NCTC11560|Generic	
PDT000158751.2|SAMN06015052||Escherichia coli|Escherichia coli|152349|Pathogen: clinical or host-associated	SRR5017539
PDT000380167.1|SAMEA4848528|GCA_900536355.1|Escherichia coli|O4:H5|ST_Warwick 12 / ST_Pasteur 36|Generic	
PDT000160692.2|SAMEA1572906||Escherichia coli||M20|Generic	ERR204289
PDT000103100.1|SAMN04388568|GCA_001521635.1|Escherichia coli||GN04153|Pathogen: clinical or host-associated	
PDT000327448.1|SAMN09388760||Escherichia coli|Escherichia coli|473918|Pathogen: environmental/food/other	SRR7286742
PDT000103080.1|SAMN03922957|GCA_001521225.1|Escherichia coli||GN02350|Pathogen: clinical or host-associated	
PDT000316459.1|SAMN09225317|GCA_004156875.1|Escherichia coli|Escherichia coli|406635|Pathogen: environmental/food/other	SRR7184211
PDT000175884.2|SAMEA2272947||Escherichia coli||eo1646|Generic	ERR474117
PDT000135948.2|SAMN04357518||Escherichia coli||HICF34|Pathogen: clinical or host-associated	SRR3050867
PDT000015099.2|SAMN01894009|GCA_000397245.1|Escherichia coli TOP382-1||TOP382-1|Generic	
PDT000015111.2|SAMN01894021|GCA_000397485.1|Escherichia coli TOP550-4||TOP550-4|Generic	
PDT000015100.2|SAMN01894010|GCA_000397265.1|Escherichia coli TOP382-2||TOP382-2|Generic	
PDT000015101.2|SAMN01894011|GCA_000397285.1|Escherichia coli TOP382-3||TOP382-3|Generic	
PDT000015109.2|SAMN01894019|GCA_000397445.1|Escherichia coli TOP550-2||TOP550-2|Generic	
